Award_Status,Ceremony_Year,Session,Category,Nominee,Film,Role
Winner,2009,82,ACTRESS IN A SUPPORTING ROLE,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,Mary
Nominee,2009,82,DIRECTING,Avatar,NA,NA
Winner,2009,82,DIRECTING,The Hurt Locker,NA,NA
Nominee,2009,82,DIRECTING,Inglourious Basterds,NA,NA
Nominee,2009,82,DIRECTING,Precious: Based on the Novel 'Push' by Sapphire,NA,NA
Nominee,2009,82,DIRECTING,Up in the Air,NA,NA
Nominee,2009,82,BEST PICTURE,Avatar,NA,NA
Nominee,2009,82,BEST PICTURE,The Blind Side,NA,NA
Nominee,2009,82,BEST PICTURE,District 9,NA,NA
Nominee,2009,82,BEST PICTURE,An Education,NA,NA
Winner,2009,82,BEST PICTURE,The Hurt Locker,NA,NA
Nominee,2009,82,BEST PICTURE,Inglourious Basterds,NA,NA
Nominee,2009,82,BEST PICTURE,Precious: Based on the Novel 'Push' by Sapphire,NA,NA
Nominee,2009,82,BEST PICTURE,A Serious Man,NA,NA
Nominee,2009,82,BEST PICTURE,Up,NA,NA
Nominee,2009,82,BEST PICTURE,Up in the Air,NA,NA
