tmdb_id,title,director,genres,release_date,budget,Cast 1,Cast 2,Cast 3,Cast 4,Cast 5,Cast 6,Cast 7,Cast 8,Cast 9,Cast 10,Cast 11,Cast 12,Cast 13,Cast 14,Cast 15
8198,The Quiet American,Phillip Noyce,"Romance, Thriller, Drama, War",2002-11-22,30000000,Michael Caine,Brendan Fraser,Đỗ Thị Hải Yến,Tzi Ma,Rade Šerbedžija,Robert Stanton,Holmes Osborne,Ngo Quang Hai,Ferdinand Hoang,Pham Thi Mai Hoa,Mathias Mlekuz,Kevin Tran,Lap Phan,Tim Bennett,Jeff Truman
8055,The Reader,Stephen Daldry,"Drama, Romance",2008-12-10,32000000,Ralph Fiennes,Kate Winslet,David Kross,Lena Olin,Bruno Ganz,Jeanette Hain,Hannah Herzsprung,Karoline Herfurth,Volker Bruch,Alexandra Maria Lara,Fabian Busch,Vijessna Ferkic,Susanne Lothar,Matthias Habich,Burghart Klaußner
8272,The Savages,Tamara Jenkins,"Drama, Comedy",2007-11-28,0,Laura Linney,Philip Seymour Hoffman,Philip Bosco,Peter Friedman,David Zayas,Gbenga Akinnagbe,Cara Seymour,Tonye Patano,Guy Boyd,Debra Monk,Rosemary Murphy,Hal Blankenship,Joan Jaffe,Salem Ludwig,Peter Frechette
745,The Sixth Sense,M. Night Shyamalan,"Mystery, Thriller, Drama",1999-08-06,40000000,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,Donnie Wahlberg,Trevor Morgan,Mischa Barton,Angelica Page,Greg Wood,Peter Anthony Tambakis,Jeffrey Zubernis,Bruce Norris,Glenn Fitzgerald,Lisa Summerour,Firdous Bamji
404,The Straight Story,David Lynch,"Drama, History",1999-10-15,10000000,Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz,Joseph A. Carpenter,Donald Wiegert,Tracey Maloney,Dan Flannery,Jennifer Edwards,Ed Grennan,Jack Walsh,Gil Pearson,Barbara June Patterson,Everett McGill,Anastasia Webb,Matt Guidry
10217,The Sweet Hereafter,Atom Egoyan,Drama,1997-09-25,5000000,Ian Holm,Sarah Polley,Tom McCamus,Gabrielle Rose,Alberta Watson,Caerthan Banks,Maury Chaykin,Stephanie Morgenstern,Bruce Greenwood,Arsinée Khanjian,Earl Pastko,Simon Baker,Kirsten Kieferle,David Hemblen,Sarah Rosen Fruitman
1213,The Talented Mr. Ripley,Anthony Minghella,"Thriller, Crime, Drama",1999-12-25,40000000,Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett,Philip Seymour Hoffman,Jack Davenport,James Rebhorn,Sergio Rubini,Philip Baker Hall,Celia Weston,Fiorello,Stefania Rocca,Ivano Marescotti,Anna Longhi,Alessandro Fabrizi
8741,The Thin Red Line,Terrence Malick,"Drama, History, War",1998-12-23,52000000,Jim Caviezel,Nick Nolte,Sean Penn,Ben Chaplin,Elias Koteas,John Cusack,Dash Mihok,John C. Reilly,Woody Harrelson,Miranda Otto,Arie Verveen,Kirk Acevedo,Nick Stahl,Thomas Jane,Tim Blake Nelson
37165,The Truman Show,Peter Weir,"Comedy, Drama",1998-06-04,60000000,Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor,Ed Harris,Paul Giamatti,Brian Delate,Peter Krause,Blair Slater,Heidi Schanz,Una Damon,Krista Lynn Landolfi,O-Lan Jones,Ron Taylor
12473,The Visitor,Tom McCarthy,"Crime, Drama, Music",2008-02-21,4000000,Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,Marian Seldes,Maggie Moore,Michael Cumpsty,Bill McHenry,Richard Kind,Tzahi Moskovitz,Amir Arison,Neal Lerner,Ramon Fernandez,Frank Pando,Waleed Zuaiter
45609,The Wings of the Dove,Iain Softley,"Drama, Romance",1997-09-04,0,Helena Bonham Carter,Linus Roache,Alison Elliott,Elizabeth McGovern,Charlotte Rampling,Alex Jennings,Michael Gambon,Ben Miles,Philip Wright,Diana Kent,Alexander John,Shirley Chantrell,Mark Chapman,,
12163,The Wrestler,Darren Aronofsky,"Drama, Romance",2008-09-07,6000000,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Mark Margolis,Todd Barry,Wass Stevens,Judah Friedlander,Ernest Miller,Dylan Keith Summers,Tommy Farra,Mike Miller,Marcia Jean Kurtz,John D'Leo,Ajay Naidu,Gregg Bello
7345,There Will Be Blood,Paul Thomas Anderson,Drama,2007-12-26,25000000,Daniel Day-Lewis,Paul Dano,Kevin J. O'Connor,Ciarán Hinds,Dillon Freasier,Hope Elizabeth Reeves,Colleen Foy,Barry Del Sherman,David Willis,Hans Howes,Sydney McCallister,Paul F. Tompkins,Kevin Breznahan,Jim Meskimen,Erica Sullivan
11023,Thirteen,Catherine Hardwicke,Drama,2003-08-20,2000000,Evan Rachel Wood,Nikki Reed,Holly Hunter,Brady Corbet,Jeremy Sisto,Vanessa Hudgens,Sarah Clarke,Cynthia Ettinger,Ulysses Estrada,Sarah Blakley-Cartwright,Jenicka Carey,Jasmine Di Angelo,Tessa Ludwick,Kip Pardue,Cece Tsou
597,Titanic,James Cameron,"Drama, Romance",1997-12-18,200000000,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Frances Fisher,Gloria Stuart,Bill Paxton,Bernard Hill,David Warner,Victor Garber,Jonathan Hyde,Suzy Amis,Lewis Abernathy,Nicholas Cascone,Anatoly M. Sagalevitch
1900,Traffic,Steven Soderbergh,"Thriller, Drama, Crime",2000-12-27,48000000,Michael Douglas,Benicio del Toro,Catherine Zeta-Jones,Erika Christensen,Don Cheadle,Jacob Vargas,Miguel Ferrer,Luis Guzmán,Topher Grace,Tomas Milian,Clifton Collins Jr. Amy Irving,Dennis Quaid,D.W. Moffett,Steven Bauer,
2034,Training Day,Antoine Fuqua,"Action, Crime, Drama",2001-10-05,45000000,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,Harris Yulin,Raymond J. Barry,Cliff Curtis,Dr. Dre,Snoop Dogg,Macy Gray,Charlotte Ayanna,Eva Mendes,Nick Chinlund,Jaime Gomez,Raymond Cruz
546,Transamerica,Duncan Tucker,"Drama, Adventure, Comedy",2005-02-14,1000000,Felicity Huffman,Kevin Zegers,Fionnula Flanagan,Burt Young,Carrie Preston,Elizabeth Peña,Graham Greene,Venida Evans,Jon Budinoff,Raynor Scheine,Danny Burstein,Maurice Orozco,Stella Maeve,Teala Dunn,Grant Monohon
7446,Tropic Thunder,Ben Stiller,"Action, Comedy, Adventure, War",2008-08-09,92000000,Ben Stiller,Robert Downey Jr. Jack Black,Jay Baruchel,Brandon T. Jackson,Brandon Soo Hoo,Matthew McConaughey,Tom Cruise,Nick Nolte,Danny McBride,Steve Coogan,Bill Hader,Reggie Lee,Trieu Tran,Tobey Maguire,
55123,Tumbleweeds,Gavin O'Connor,"Comedy, Drama",1999-11-24,312000,Janet McTeer,Kimberly J. Brown,Jay O. Sanders,Gavin O'Connor,Laurel Holloman,Lois Smith,Michael J. Pollard,Linda Porter,Ashley Buccille,Cody McMains,Brian Tahash,Joshua Carmichael,Dennis Ford,Sara Downing,Joel Polis
55306,Ulee's Gold,Victor Nuñez,Drama,1997-06-13,0,Peter Fonda,Patricia Richardson,Christine Dunford,Tom Wood,Jessica Biel,Vanessa Zima,Steven Flynn,Dewey Weber,J. Kenneth Campbell,Traber Burns,Ryan Marshall,Chad Fish,Will Sexton,Dale C. Marshall,James T. Whitehurst
2251,Unfaithful,Adrian Lyne,"Thriller, Drama, Romance",2002-05-10,50000000,Richard Gere,Diane Lane,Olivier Martinez,Erik Per Sullivan,Željko Ivanek,Gary Basaraba,Kate Burton,Margaret Colin,Chad Lowe,Dominic Chianese,Myra Lucretia Taylor,Michelle Monaghan,Lisa Emery,Michael Emerson,Geoffrey Nauffts
9829,United 93,Paul Greengrass,"Drama, History, Crime, Thriller, Action",2006-04-28,15000000,J.J. Johnson,Gary Commock,Polly Adams,Opal Alladin,Starla Benford,Trish Gates,Nancy McDoniel,David Alan Basche,Richard Bekins,Susan Blommaert,Ray Charleson,Christian Clemenson,Liza Colón-Zayas,Lorna Dallas,Denny Dillon
14160,Up,Pete Docter,"Animation, Comedy, Family, Adventure",2009-05-28,175000000,Ed Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo,Jerome Ranft,John Ratzenberger,David Kaye,Elie Docter,Jeremy Leary,Mickie McGowan,Danny Mann,Donald Fullilove,Jess Harnell,Josh Cooley
22947,Up in the Air,Jason Reitman,"Drama, Romance",2009-12-04,25000000,George Clooney,Vera Farmiga,Anna Kendrick,Sam Elliott,Amy Morton,Jason Bateman,Melanie Lynskey,J.K. Simmons,Danny McBride,Zach Galifianakis,Tamala Jones,Adhir Kalyan,Keri Maletto,Steve Eastin,Adrienne Lamping
13771,Venus,Roger Michell,"Comedy, Drama, Romance",2006-09-02,0,Peter O'Toole,Leslie Phillips,Jodie Whittaker,Vanessa Redgrave,Richard Griffiths,Cathryn Bradshaw,Beatrice Savoretti,Philip Fox,Lolita Chakrabarti,Carolina Giammetta,Kellie Shirley,Ashley Madekwe,Ony Uhiara,Joanna Croll,Liam McKenna
11109,Vera Drake,Mike Leigh,Drama,2004-10-22,11000000,Imelda Staunton,Phil Davis,Sally Hawkins,Daniel Mays,Eddie Marsan,Alex Kelly,Ruth Sheen,Adrian Scarborough,Heather Craney,Lesley Manville,Simon Chandler,Wendy Nottingham,Richard Graham,Anna Keaveney,Peter Wight
5038,Vicky Cristina Barcelona,Woody Allen,"Drama, Romance",2008-08-15,15000000,Scarlett Johansson,Rebecca Hall,Javier Bardem,Penélope Cruz,Christopher Evan Welch,Chris Messina,Patricia Clarkson,Kevin Dunn,Julio Perillán,Ricard Salom,Maurice Sonnenberg,Manel Barceló,Josep Maria Domènech,Emilio de Benito,Jaume Montané
219,Volver,Pedro Almodóvar,"Comedy, Drama, Romance",2006-03-17,9400000,Penélope Cruz,Carmen Maura,Lola Dueñas,Blanca Portillo,Yohana Cobo,Chus Lampreave,Antonio de la Torre,Carlos Blanco,María Isabel Díaz Lago,Neus Sanz,Leandro Rivera,Pepa Aniorte,Yolanda Ramos,Elvira Cuadrupani,María Alfonsa Rosso
586,Wag the Dog,Barry Levinson,"Comedy, Drama",1997-12-25,15000000,Dustin Hoffman,Robert De Niro,Anne Heche,Woody Harrelson,Denis Leary,Willie Nelson,Andrea Martin,Kirsten Dunst,William H. Macy,David Koechner,Michael Belson,Suzanne Cryer,John Michael Higgins,Suzie Plakson,Jason Cottle
69,Walk the Line,James Mangold,"Drama, Music, Romance",2005-09-13,28000000,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,Dallas Roberts,Dan John Miller,Larry Bagby,Shelby Lynne,Tyler Hilton,Waylon Payne,Shooter Jennings,Sandra Ellis Lafferty,Dan Beene,Clay Steakley,Johnathan Rice
1088,Whale Rider,Niki Caro,"Drama, Family",2003-01-30,8000000,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Cliff Curtis,Grant Roa,Mana Taumaunu,Rachel House,Taungaroa Emile,Tammy Davis,Mabel Wharekawa,Rawinia Clarke,Tahei Simpson,Roi Taimana,Elizabeth Skeen,Rutene Spooner
14295,You Can Count on Me,Kenneth Lonergan,Drama,2000-11-17,0,Laura Linney,Mark Ruffalo,Matthew Broderick,Jon Tenney,Rory Culkin,J. Smith-Cameron,Josh Lucas,Gaby Hoffmann,Adam LeFevre,Amy Ryan,Michael Countryman,Kenneth Lonergan,Halley Feiffer,Whitney Vance,Peter Kerwin
